,OBJECTID,PARTICIPANT_CODE,FORMAL_PARTICIPANT_NAME,HA_PHN_NUM,HA_FAX_NUM,HA_EMAIL_ADDR_TEXT,EXEC_DIR_PHONE,EXEC_DIR_FAX,EXEC_DIR_EMAIL,PHAS_DESIGNATION,HA_LOW_RENT_SIZE_CATEGORY,HA_SECTION_8_SIZE_CATEGORY,HA_COMBINED_SIZE_CATEGORY,PHA_TOTAL_UNITS,SECTION8_UNITS_CNT,total_ph_units
2875,2876,AZ005,City of Mesa Housing Authority,4806443536,4806442923.0,mary.brandon@mesaaz.gov,,,,,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",1818,1818,0
2451,2452,OH022,Greene Metropolitian Housing Authority,9373762908,9373762487.0,bsmallwood@gmha.net,9373520264.0,9373762487.0,bsmallwood@gmha.net,Substandard Physical,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",1827,1466,361
3217,3218,TX901,Texas Department of Housing & Community Affairs,5124753884,5128569210.0,tx901mgmt@tdhca.state.tx.us,5124753296.0,5128569210.0,tx901mgmt@tdhca.state.tx.us,,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",1829,1829,0
2835,2836,MS006,Tennessee Valley Regional Housing Authority,6622868437,6622871996.0,jspencer@tvrha.com,6622868434.0,6622871996.0,jspencer@tvrha.com,High Performer,VERY SMALL (0-49),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",1832,1832,0
3013,3014,TX472,City of Amarillo,8063783098,8063789389.0,Jason.Riddlespurger@amarillo.gov,8063783023.0,,Jason.Riddlespurger@amarillo.gov,,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",1851,1851,0
1994,1995,CO052,Aurora Housing Authority,7202512100,3033401972.0,info@aurorahousing.org,7202512077.0,3033417708.0,cmaraschky@aurorahousing.org,Standard Performer,VERY SMALL (0-49),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",1851,1847,4
606,607,DE005,New Castle County Housing Authority,3023955625,3023955591.0,assunta.lucy@newcastlede.gov,3023955672.0,3023955592.0,assunta.scarpitti@newcastlede.gov,,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",1861,1861,0
3685,3686,AR197,White River Regional Housing Authority,8703685200,8703685203.0,kblevins@wrrha.com,8703685200.0,,kblevins@wrrha.com,High Performer,VERY SMALL (0-49),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",1875,1875,0
271,272,ME005,Lewiston Housing Authority,2077831423,2077838648.0,ckilmurry@lewistonhousing.org,2077381423.0,,ckilmurry@lewistonhousing.org,High Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",1877,1563,314
2009,2010,CO072,Jefferson County Housing Authority,3034228600,3034223229.0,lrosendahl@jcha.org,3034035420.0,3034223229.0,lrosendahl@jcha.org,Standard Performer,VERY SMALL (0-49),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",1877,1877,0
873,874,WV039,Housing Authority of Raleigh County,3042555164,3042553190.0,cmaniak@southernwvhousing.com,3042555164.0,,cmaniak@southernwvhousing.com,Standard Performer,SMALL (50-99),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",1878,1818,60
595,596,PA017,WASHINGTON COUNTY HOUSING AUTHORITY,7242286060,7242286089.0,stans@wchapa.org,7242286060.0,7242286089.0,stans@wchapa.org,Standard Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",1887,1016,871
375,376,NJ095,Monmouth County PHA,7324316000,7325775710.0,Susan.Donnelly@co.monmouth.nj.us,7324316000.0,7325775710.0,Susan.Donnelly@co.monmouth.nj.us,,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",1889,1889,0
1610,1611,MI006,Saginaw Housing Commission,9897558183,9897543139.0,shc@saginawhousing.org,9897715508.0,9897558161.0,lfoxx@saginawhousing.org,Substandard Financial,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",1897,1266,631
699,700,PA035,Housing Authority of the County of Dauphin,7179399301,7179397947.0,leppinger@dauphinhousing.org,7179399301.0,,Leppinger@dauphinhousing.org,Standard Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",1900,1176,724
1779,1780,CA062,CITY OF ALAMEDA HOUSING AUTHORITY,5107474300,5105227848.0,hainfo@alamedahsg.org,5107474325.0,5105227848.0,hainfo@alamedahsg.org,Standard Performer,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",1903,1903,0
174,175,MA031,Somerville Housing Authority,6176251152,6176287057.0,dianec@sha-web.org,6176251152.0,,dianec@sha-web.org,High Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",1905,1324,581
1260,1261,FL068,HOUSING AUTHORITY OF THE CITY OF HOMESTEAD,3052470639,3052483347.0,swhite@hhahousing.org,3052470639.0,,swhite@hhahousing.org,,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",1909,1909,0
322,323,CT029,West Haven Housing Authority,2039348671,2039375788.0,jcounter@savinrockcommunities.org,2039348671.0,2039375788.0,jcounter@savinrockcommunities.org,Standard Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",1910,1552,358
3500,3501,OH016,Mansfield Metropolitan Housing Authority,4195240029,4195241487.0,mansfieldmha@ncohiohousing.org,4195261622.0,4195241487.0,sandrews@ncohiohousing.org,,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",1911,1911,0
2708,2709,TX392,Denton Housing Authority,9403833039,9404848804.0,s.mcdade@dentonhousingauthority.com,9403833039.0,,s.mcdade@dentonhousingauthority.com,,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",1913,1913,0
3579,3580,NM003,Mesilla Valley Public Housing Authority,5755282000,5755268452.0,jolvera@mvpha.org,5755282007.0,5755268452.0,jolvera@mvpha.org,Standard Performer,MEDIUM LOW (100-299),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",1914,1666,248
313,314,CT007,Housing Authority of the City of Stamford,2039771400,2039771471.0,NCoard@charteroakcommunities.org,2039771400.0,2039771471.0,NCoard@CharterOakCommunities.org,Standard Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",1920,1599,321
1575,1576,GA228,Housing Authority of the City of Jonesboro,7704787282,7704714997.0,,7704787282.0,7704714997.0,pwright@jonesborohousing.com,High Performer,VERY SMALL (0-49),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",1925,1895,30
2901,2902,CA088,CITY OF SANTA ROSA,7075433300,7075433317.0,section8@srcity.org,7075433303.0,,mbasinger@srcity.org,,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",1925,1925,0
1234,1235,IL012,Decatur Housing Authority,2174237711,2174237771.0,lcampbell@decaturhousing.com,2174237711.0,2174237771.0,dhackert@decaturhousing.com,Standard Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",1931,1249,682
377,378,CT002,Housing Authority Of The City Of Norwalk,2038388471,2038386535.0,abovilsky@norwalkha.org,2038388471.0,,abovilsky@norwalkha.org,Standard Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",1935,1129,806
1216,1217,IL090,Housing Authority of the City of Aurora,6307019977,6307019974.0,rjordan@auroraha.org,6307019977.0,6307019974.0,rjordan@auroraha.org,Substandard Physical,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",1936,1441,495
216,217,RI003,Woonsocket Housing Authority,4017678000,4017678088.0,tboisvert@woonsockethousing.org,4017678036.0,,tboisvert@woonsockethousing.org,High Performer,"LARGE (1,000-4,999)",MEDIUM HIGH (300-999),"LARGE (1,000-4,999)",1947,740,1207
1083,1084,SD045,Pennington County Housing and Redevelopment Commission,6053945350,6053945354.0,bryan.achbach@pchrc.com,6053945350.0,6053945354.0,bryan.achbach@pchrc.com,High Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",1953,1453,500
724,725,PA081,Lehigh County Housing Authority,6109654514,6109659820.0,chris@lcha-vhdc.org,6109654514.0,6109659820.0,chris@lcha-vhdc.org,Standard Performer,MEDIUM LOW (100-299),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",1961,1672,289
506,507,PA011,Bethlehem Housing Authority,6108658357,6108658383.0,jschuster@betha.com,6108658326.0,6108658362.0,jritter@betha.com,High Performer,"LARGE (1,000-4,999)",MEDIUM HIGH (300-999),"LARGE (1,000-4,999)",1962,513,1449
510,511,PA038,Lackawanna County Housing Authority,5703427629,5703425756.0,ppadula@hacl.org,5703427629.0,,ppadula@hacl.org,High Performer,"LARGE (1,000-4,999)",MEDIUM HIGH (300-999),"LARGE (1,000-4,999)",1975,862,1113
180,181,MA020,Quincy Housing Authority,6178474350,6177702876.0,jmarathas@quincyha.com,6178474350.0,,jmarathas@quincyha.com,High Performer,MEDIUM LOW (100-299),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",1984,1764,220
39,40,MA023,Lynn Housing Authority,7815818600,7815818672.0,cgaeta@lhand.org,7815818600.0,7815818672.0,cgaeta@lhand.org,Standard Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",1984,1570,414
217,218,RI901,Rhode Island Housing,4014431614,4014571141.0,cventura@rihousing.com,4014571129.0,4014571136.0,cventura@rihousing.com,,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",1985,1985,0
1865,1866,MO007,"Housing Authority of the City of Columbia, MO",5734432556,5734430051.0,rcole@columbiaha.com,5734432556.0,5734430051.0,rcole@columbiaha.com,High Performer,MEDIUM LOW (100-299),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",1993,1874,119
3076,3077,TX512,Deep East Texas Council of Governments,9366342247,8449751212.0,lhunt@detcog.gov,9366342247.0,9366392700.0,lhunt@detcog.gov,,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",1995,1995,0
2421,2422,SD016,Sioux Falls Housing and Redevelopment Commission,6053320704,6053399305.0,b_tucker@siouxfallshousing.org,6053320704.0,,L_Deedrich@siouxfallshousing.org,Standard Performer,VERY SMALL (0-49),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2006,2016,-10
1725,1726,CA048,Regional Housing Authority,5306710220,5306730775.0,,5306710220.0,5306730775.0,G.Becerra@regionalha.org,Standard Performer,VERY SMALL (0-49),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2012,2012,0
3045,3046,TX327,Housing Authority of the City of Abilene,3256766385,3256766375.0,Gene.Reed@abileneha.org,3256766385.0,3256766375.0,Gene.Reed@abileneha.org,Standard Performer,MEDIUM LOW (100-299),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2015,1802,213
1295,1296,FL104,Pasco County Housing Authority,3525670848,3525676035.0,JSklet@pascocountyhousing.org,3525670848.0,3524757799.0,jsklet@pascocountyhousing.org,Standard Performer,MEDIUM LOW (100-299),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2023,1817,206
3713,3714,TX499,Ark-Tex Council of Governments Housing Authority,9038328636,9038323441.0,cbrown@atcog.org,9038328636.0,,cbrown@atcog.org,,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2023,2023,0
1340,1341,PA010,HOUSING AUTHORITY OF THE COUNTY OF BUTLER,7242876797,7242877906.0,bcha@housingauthority.com,7242876797.0,7248277906.0,ed@housingauthority.com,High Performer,VERY SMALL (0-49),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2037,2037,0
3188,3189,TX526,Brazos Valley Council of Governments,9795952801,9795952813.0,harold.womble@bvcog.org,9795952800.0,9795952813.0,michael.parks@bvcog.org,,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2043,2043,0
2024,2025,MI045,Plymouth Housing Commission,7344553670,7344552429.0,angela@plymouthhousing.net,7344553670.0,7344552429.0,ravi@plymouthhousing.net,High Performer,VERY SMALL (0-49),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2058,2058,0
2445,2446,FL011,HOUSING AUTHORITY OF THE CITY OF LAKELAND,8636872911,8634132976.0,bstevenson@lakelandhousing.org,8636872911.0,8634132976.0,bstevenson@lakelandhousing.org,Standard Performer,MEDIUM LOW (100-299),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2068,1812,256
3308,3309,TX481,Panhandle Community Services,8063722531,8063738143.0,,8063722531.0,,magi.york@pcsvcs.org,,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2071,2071,0
132,133,MA010,Lawrence Housing Authority,9786853811,9786856599.0,lhamail@lawrencehousing.org,9786853811.0,9786856599.0,lhamail@lawrencehousing.org,High Performer,"LARGE (1,000-4,999)","LARGE (1,000-4,999)","LARGE (1,000-4,999)",2082,1031,1051
1905,1906,KS002,Topeka Housing Authority,7852867277,7853572648.0,tgeorge@tha.gov,7852867277.0,7853572648.0,tgeorge@tha.gov,High Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2094,1360,734
3800,3801,TX017,Housing Authority of the City of Galveston,4097651904,4097651908.0,ded@ghatx.org,4097651904.0,4097651908.0,ded@ghatx.org,High Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2098,1648,450
3031,3032,CA058,BERKELEY HOUSING AUTHORITY,5104885470,5109815480.0,jyturralde@cityofberkeley.info,5109815485.0,5109815480.0,jwilliams@cityofberkeley.info,Standard Performer,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2110,2110,0
541,542,MD006,Hagerstown Housing Authority,3017336911,3017333858.0,sgriffith@hagerstownha.com,3017336911.0,3017337298.0,sgriffith@hagerstownha.com,High Performer,"LARGE (1,000-4,999)","LARGE (1,000-4,999)","LARGE (1,000-4,999)",2121,1091,1030
708,709,NY012,Troy Housing Authority,5182733600,5182746633.0,Info@troyhousing.org,5182733600.0,5182746633.0,deb.witkowski@troyhousing.org,Substandard Physical,VERY SMALL (0-49),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2123,2123,0
3578,3579,WI218,Milwaukee Co DHHS - Housing Division,4142896542,4142238196.0,,4142785106.0,,James.Mathy@milwaukeecountywi.gov,,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2147,2147,0
2174,2175,OH021,Springfield Metropolitan Housing Authority,9373257331,9373253657.0,michellel@smhaohio.org,9373257331.0,,michellel@smhaohio.org,Substandard Financial,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2157,1368,789
121,122,VQ901,VIRGIN ISLANDS HOUSING AUTHORITY,3407778442,3407750832.0,rgraham@vihousing.org,3407778442.0,,dalexander@vihousing.org,,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2167,2167,0
175,176,MA022,Malden Housing Authority,7813223150,7813223543.0,SFinn@maldenhousing.org,7813223150.0,7813223543.0,sfinn@maldenhousing.org,High Performer,"LARGE (1,000-4,999)",MEDIUM HIGH (300-999),"LARGE (1,000-4,999)",2168,983,1185
1296,1297,ND014,Fargo Housing and Redevelopment Authority,7012936262,7012936269.0,tomk@fargohousing.org,7014782565.0,7014782625.0,tomk@fargohousing.org,High Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2179,1955,224
3286,3287,WA003,Housing Authority of the City of Bremerton,3604793694,3606168558.0,jstanton@bremertonhousing.org,3606167111.0,,areed@bremertonhousing.org,Standard Performer,MEDIUM LOW (100-299),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2180,1974,206
977,978,MO017,Housing Authority of the City of Independence,8168369200,8169882540.0,TBartlett@iha1.org,8168369200.0,,tbartlett@iha1.org,Substandard Physical,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2189,1666,523
887,888,NC167,Northwestern Regional Housing Authority,8282646683,8282640160.0,,8282646683.0,8282640160.0,efowler@nwrha.com,Standard Performer,SMALL (50-99),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2193,2193,0
555,556,VA039,Va. Beach Dept. of Hsg & Neighborhood Pres.,7573855750,7573855766.0,rdhill@vbgov.com,7573855752.0,7573851874.0,rdhill@vbgov.com,,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2193,2193,0
3010,3011,CA035,Housing Authority of the City of San Buenaventura,8056485008,8056437984.0,jlambert@hacityventura.org,8056485008.0,,tdolan@hacityventura.org,Standard Performer,MEDIUM LOW (100-299),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2202,1986,216
2388,2389,SC911,SC STATE HOUSING AUTHORITY,8038968888,8038969012.0,Section8@SCHousing.com,8038969001.0,8035514938.0,Richard.Hutto@SCHousing.com,,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2212,2212,0
2826,2827,TN007,Jackson Housing Authority,7314221671,7314254605.0,mreid@jacksonha.com,7314221671.0,7314254605.0,mreid@jacksonha.com,Standard Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2215,1561,654
2220,2221,HI002,County of Hawaii,8089594642,8089599308.0,ohcdeh@hawaiicounty.gov,8089618379.0,,ohcdeh@hawaiicounty.gov,,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2217,2217,0
954,955,VA046,Prince William County Office of HCD,7037927530,7037924978.0,JDuckett@pwcgov.org,7034922300.0,7034920499.0,JDuckett@pwcgov.org,,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2223,2223,0
70,71,RQ011,MUNICIPALITY OF BAYAMON,7877861326,7877861032.0,mcintron@bayamonpr.org,7877805552.0,7877986485.0,mcintron@bayamonpr.org,,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2225,2225,0
2885,2886,TX452,Bexar County Housing Authority,2102250071,2102256976.0,info@habctx.org,2102312011.0,2102256976.0,neldys.ortiz@habctx.org,Standard Performer,VERY SMALL (0-49),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2231,2231,0
2461,2462,OH031,Portage Metropolitan Housing Authority,3302971489,3302976295.0,info@portagehousing.org,3302971489.0,3302976295.0,pnation@portagehousing.org,High Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2241,1946,295
651,652,PA009,Reading Housing Authority,6107754813,6107775965.0,skeppen@readingha.org,6107754813.0,,skeppen@readingha.org,High Performer,"LARGE (1,000-4,999)",MEDIUM HIGH (300-999),"LARGE (1,000-4,999)",2252,645,1607
631,632,VA010,Danville Redevelopment & Housing Authority,4347998380,4347998249.0,abarts@drhava.com,4344295544.0,4347998249.0,abarts@drhava.com,High Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2257,1772,485
871,872,WV004,Housing Authority of the City of Huntington,3045264400,3045264432.0,lellis@hwvha.org,3045264400.0,,lellis@hwvha.org,High Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2261,1502,759
771,772,PA015,FAYETTE COUNTY HOUSING AUTHORITY,7244342100,7244342130.0,awalter1@faycha.org,7244342129.0,,awalter1@faycha.org,High Performer,"LARGE (1,000-4,999)","LARGE (1,000-4,999)","LARGE (1,000-4,999)",2270,1178,1092
1676,1677,FL007,Housing Authority of City of Daytona Beach,3862535653,3862552136.0,info@dbhafl.org,3867772573.0,,woodyard@dbhafl.org,High Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2277,1798,479
2150,2151,MI064,Ann Arbor Housing Commission,7347946721,7349940781.0,Jhall@a2gov.org,7347946720.0,7349940781.0,jhall@a2gov.org,Substandard Physical,VERY SMALL (0-49),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2279,2278,1
1766,1767,WY002,Housing Authority of the City of Cheyenne,3076338320,3076338315.0,ghancock@cheyennehousing.org,3076338320.0,3076374663.0,ghancock@cheyennehousing.org,Standard Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2285,1944,341
2513,2514,MO199,LINCOLN COUNTY PUBLIC HOUSING AGENCY,5733242055,5733246634.0,dclair@necac.org,5733242231.0,5733243960.0,necac@necac.org,,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2297,2307,-10
3234,3235,WA049,HA Of Thurston County,3607538292,3605860038.0,CraigC@hatc.org,3609185827.0,3605860038.0,craigc@hatc.org,,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2298,2338,-40
509,510,PA003,Scranton Housing Authority,5703484401,5703484442.0,karll@scrantonhousing.net,5703484001.0,5703484442.0,karll@scrantonhousing.net,Standard Performer,"LARGE (1,000-4,999)","LARGE (1,000-4,999)","LARGE (1,000-4,999)",2300,1059,1241
1345,1346,VA012,Chesapeake Redevelopment & Housing Authority,7575230401,7575231601.0,john_kownack@crhava.org,7572336428.0,7572336426.0,john_kownack@crhava.org,High Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2304,1837,467
1196,1197,MN003,"HRA of DULUTH, MINNESOTA",2185296300,2185296344.0,info@duluthhousing.com,2185296341.0,2185296304.0,jkeppers@duluthhousing.com,Standard Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2315,1800,515
425,426,NJ204,Gloucester County Housing Authority,8568454959,8563489044.0,admin@hagc.org,8568454959.0,8563849044.0,kgober@hagc.org,Standard Performer,MEDIUM LOW (100-299),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2319,2065,254
120,121,VQ001,VIRGIN ISLANDS HOUSING AUTHORITY,3407778442,3407750832.0,exec@vihousing.org,3407778442.0,,dalexander@vihousing.org,Troubled Performer,"LARGE (1,000-4,999)",VERY SMALL (0-49),"LARGE (1,000-4,999)",2320,0,2320
2047,2048,CO002,Housing Authority of the City of Pueblo,7195426741,7195465398.0,steven.trujillo@hapueblo.org,7195868967.0,,steven.trujillo@hapueblo.org,Substandard Financial,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2326,1639,687
2284,2285,MS030,Mississippi Regional Housing Authority No. V,6016833371,6016830478.0,ahawkins@mrhav.org,6016833371.0,6016830478.0,ahawkins@mrhav.org,Standard Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2326,1756,570
3494,3495,NM057,Bernalillo County Housing Department,5053140200,5054629737.0,bmvaldez@bernco.gov,5053140200.0,5054629737.0,bmvaldez@bernco.gov,Standard Performer,VERY SMALL (0-49),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2329,2329,0
1057,1058,IL006,Housing Authority of Champaign County,2173787100,2173787113.0,davidn@hacc.net,2173787100.0,2173787113.0,lilyw@hacc.net,High Performer,VERY SMALL (0-49),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2329,2329,0
1803,1804,SC057,HOUSING AUTHORITY OF N CHARLESTON,8437471793,8437443466.0,jerling@nchashousingauthority.com,8432665914.0,8435291167.0,jerling@nchashousingauthority.com,Standard Performer,VERY SMALL (0-49),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2336,2336,0
1776,1777,CA044,Housing Authority of the County of Yolo,5306625428,5306625429.0,ievans@ych.ca.gov,5306625428.0,5306625429.0,ievans@ych.ca.gov,Standard Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2349,1918,431
1327,1328,PA019,JOHNSTOWN HOUSING AUTHORITY,8145357771,8145361768.0,malberts@jhaonline.org,8145357771.0,8145361768.0,malberts@jhaonline.org,Standard Performer,"LARGE (1,000-4,999)",MEDIUM HIGH (300-999),"LARGE (1,000-4,999)",2354,960,1394
3005,3006,CA055,HOUSING AUTHORITY OF THE CITY OF VALLEJO,7076484408,7076485249.0,alicia.jones@cityofvallejo.net,7076495417.0,,chari.barrera@cityofvallejo.net,,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2358,2358,0
1678,1679,FL008,SARASOTA HOUSING AUTHORITY,9413616210,9413664661.0,wrussell@sarasotahousing.org,9413616210.0,9413664661.0,wrussell@sarasotahousing.org,Standard Performer,MEDIUM LOW (100-299),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2368,2265,103
2930,2931,CA143,Imperial Valley Housing Authority,7603517000,7603449712.0,kmann@ivha.org,7603517000.0,,kmann@ivha.org,Standard Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2376,1865,511
632,633,NY028,Schenectady Municipal Housing Authority,5183867000,5183720812.0,richardh@smha1.org,5183867053.0,5183720812.0,richardh@smha1.org,High Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2421,1705,716
513,514,PA007,Chester Housing Authority,6109041111,6109041222.0,info@chesterha.org,6109041111.0,6109041222.0,sfischer@chesterha.org,Substandard Financial,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2422,1628,794
2947,2948,CA031,Housing Authority of the City of Oxnard,8053858094,8053857969.0,emilio.ramirez@oxnard.org,8053858094.0,8053857969.0,emilio.ramirez@oxnard.org,High Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2426,1904,522
3139,3140,WA025,Housing Authority City of Bellingham,3606766887,3606767696.0,,3605274602.0,3606767747.0,brien.thane@bellinghamhousing.org,High Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2437,1933,504
2961,2962,CA102,Housing Authority of the City of Garden Grove,7147415150,7147415197.0,housing@ggcity.org,7147415150.0,7147415197.0,Lindam@ggcity.org,,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2437,2437,0
3688,3689,AR002,North Little Rock Housing Authority,5017588911,5017586087.0,belinda.snow@nlrha.org,5017588911.0,5017586087.0,belinda.snow@nlrha.org,High Performer,MEDIUM LOW (100-299),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2455,2345,110
1587,1588,OR015,Housing Authority of Jackson County,5417795785,5418571118.0,jason@hajc.net,5416228435.0,5418571118.0,Jason@hajc.net,Standard Performer,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2457,2457,0
251,252,VT001,Burlington Housing Authority,8028640538,8026581286.0,smurray@burlingtonhousing.org,8025403254.0,8026581286.0,smurray@burlingtonhousing.org,High Performer,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2467,2467,0
1167,1168,MO203,ST. FRANCOIS COUNTY PUBLIC HOUSING AGENCY,5734315391,5734312426.0,kmccrorey@eastmoaa.org,5734315191.0,,kmccrorey@eastmoaa.org,,,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2471,2471,0
590,591,PA057,Housing Authority of the County of Luzerne,5702879661,5702879088.0,njones@luzctyha.org,5702879661.0,5702879088.0,byohey@luzctyha.org,High Performer,"LARGE (1,000-4,999)","LARGE (1,000-4,999)","LARGE (1,000-4,999)",2475,1123,1352
1696,1697,FL063,Gainesville Housing Authority,3528725502,3528728801.0,pamelad@gnvha.org,3528725502.0,3528725519.0,pamelad@gnvha.org,Standard Performer,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)","LARGE (1,000-4,999)",2482,1914,568
2477,2478,OH008,Trumbull Metropolitan Housing Authority,3303691533,3303696731.0,demerson@trumbulltmha.org,3303691533.0,3303696731.0,demerson@trumbulltmha.org,Standard Performer,"LARGE (1,000-4,999)","LARGE (1,000-4,999)","LARGE (1,000-4,999)",2489,1250,1239
